invoice_no,customer_id,invoice_date,country,customer_segment,category,quantity,unit_price,total_price
INV171951,C01064,2024-10-27,Indonesia,Regular,Sports,1,167800.0,167800.0
INV142213,C03571,2024-10-29,Vietnam,Regular,Electronics,1,372300.0,372300.0
INV359295,C03876,2023-02-01,Australia,Regular,Electronics,2,82800.0,165700.0
INV751517,C03850,2023-01-11,Indonesia,Budget,Fashion,2,69200.0,138400.0
INV350132,C03367,2023-06-06,Singapore,Regular,Fashion,3,276700.0,830000.0
INV596564,C01831,2023-05-10,Indonesia,Regular,Beauty,1,148400.0,148400.0
INV219946,C03765,2024-11-16,Indonesia,Regular,Fashion,1,193900.0,193900.0
INV328552,C01116,2024-07-31,Malaysia,Regular,Beauty,2,493400.0,986800.0
INV833442,C00829,2024-04-21,Thailand,Premium,Fashion,1,758900.0,758900.0
INV904150,C03984,2023-09-20,Vietnam,Premium,Sports,1,459000.0,459000.0
INV275939,C03439,2024-01-13,Indonesia,Regular,Fashion,1,112300.0,112300.0
INV915573,C02556,2023-04-28,Thailand,Budget,Electronics,2,91100.0,182100.0
INV213349,C00298,2023-11-15,Indonesia,Budget,Fashion,2,18100.0,36200.0
INV126925,C03412,2024-08-15,Singapore,Regular,Home & Living,1,295500.0,295500.0
INV703766,C03867,2023-11-16,Philippines,Regular,Fashion,1,403200.0,403200.0
INV515922,C01934,2024-01-20,Indonesia,Budget,Electronics,3,27000.0,81000.0
INV179688,C00528,2023-07-23,Indonesia,Budget,Electronics,1,15800.0,15800.0
INV824161,C02858,2024-08-29,Indonesia,Regular,Beauty,1,159100.0,159100.0
INV206851,C01714,2023-09-06,Vietnam,Budget,Home & Living,1,32300.0,32300.0
INV910004,C00557,2024-12-14,Indonesia,Regular,Electronics,1,150100.0,150100.0
INV729577,C00128,2023-12-17,Australia,Budget,Beauty,1,64100.0,64100.0
INV934904,C03628,2023-05-04,Australia,Regular,Fashion,2,480500.0,961100.0
INV920652,C01025,2024-08-02,Indonesia,Premium,Food & Beverage,2,1288100.0,2576200.0
INV464069,C03651,2023-02-12,Indonesia,Regular,Electronics,1,107500.0,107500.0
INV549186,C01723,2024-06-29,Indonesia,Regular,Sports,1,227700.0,227700.0
INV488571,C00134,2024-11-08,Japan,Regular,Home & Living,2,277600.0,555200.0
INV457806,C01995,2023-11-28,Australia,Budget,Electronics,1,94900.0,94900.0
INV962276,C02704,2023-08-04,Indonesia,Budget,Fashion,1,110200.0,110200.0
INV210665,C02590,2024-05-16,Philippines,Regular,Electronics,1,84700.0,84700.0
INV479781,C01657,2024-03-19,Philippines,Premium,Beauty,1,1351100.0,1351100.0
INV968962,C03903,2024-10-12,Thailand,Regular,Fashion,1,414100.0,414100.0
INV841666,C00265,2024-04-15,Thailand,Regular,Home & Living,1,185300.0,185300.0
INV556641,C02058,2023-06-06,Singapore,Regular,Electronics,3,184300.0,553000.0
INV782054,C02641,2023-09-25,Indonesia,Budget,Food & Beverage,1,37800.0,37800.0
INV912270,C00357,2023-10-03,Japan,Budget,Home & Living,1,23600.0,23600.0
INV587455,C02421,2024-05-10,Malaysia,Premium,Fashion,1,1119800.0,1119800.0
INV381433,C03153,2024-08-29,Vietnam,Budget,Fashion,3,33500.0,100600.0
INV971084,C01530,2023-05-06,Singapore,Budget,Sports,1,33600.0,33600.0
INV392477,C02706,2023-03-30,Malaysia,Premium,Books,3,1740600.0,5221800.0
INV355709,C03600,2024-04-06,Australia,Premium,Fashion,1,539300.0,539300.0
INV739979,C00760,2024-08-06,Malaysia,Budget,Sports,1,10000.0,10000.0
INV130094,C00276,2023-12-11,Indonesia,Budget,Electronics,3,91100.0,273300.0
INV992288,C02737,2024-05-21,Indonesia,Regular,Food & Beverage,1,115200.0,115200.0
INV322423,C01340,2023-09-07,Indonesia,Budget,Home & Living,1,98600.0,98600.0
INV936587,C03249,2023-12-30,Indonesia,Premium,Toys,1,656900.0,656900.0
INV456871,C03033,2023-09-22,Thailand,Regular,Fashion,7,311300.0,2179200.0
INV835244,C03426,2023-11-02,Australia,Budget,Fashion,2,96000.0,191900.0
INV682789,C00899,2023-10-10,Singapore,Regular,Fashion,4,316000.0,1264000.0
INV189771,C01200,2023-04-08,Indonesia,Budget,Electronics,1,20800.0,20800.0
INV855053,C00169,2023-09-05,Indonesia,Regular,Fashion,1,182900.0,182900.0
INV612311,C03509,2024-02-21,Vietnam,Regular,Food & Beverage,1,439500.0,439500.0
INV894993,C00586,2024-07-22,Thailand,Premium,Food & Beverage,1,515700.0,515700.0
INV777278,C00328,2023-09-01,Indonesia,Budget,Toys,1,29400.0,29400.0
INV931450,C00447,2024-04-03,Singapore,Budget,Toys,3,66700.0,200200.0
INV332360,C01500,2023-05-31,Malaysia,Budget,Fashion,1,88500.0,88500.0
INV825391,C02328,2024-02-19,Indonesia,Regular,Beauty,1,91300.0,91300.0
INV421080,C00120,2023-09-07,Indonesia,Regular,Electronics,4,341500.0,1365800.0
INV709805,C01936,2024-11-10,Singapore,Premium,Fashion,2,1298100.0,2596100.0
INV656711,C01447,2023-10-11,Indonesia,Budget,Fashion,1,30100.0,30100.0
INV546173,C00074,2023-12-19,Philippines,Regular,Electronics,5,124100.0,620300.0
INV446859,C03637,2024-07-17,Malaysia,Regular,Electronics,1,170600.0,170600.0
INV836996,C01097,2023-12-27,Vietnam,Regular,Fashion,1,349000.0,349000.0
INV363615,C03240,2023-11-10,Japan,Budget,Toys,1,46200.0,46200.0
INV226516,C03654,2023-08-25,Thailand,Regular,Fashion,3,268100.0,804200.0
INV430876,C00686,2023-07-17,Indonesia,Regular,Electronics,4,94700.0,378900.0
INV878967,C01858,2023-05-03,Singapore,Regular,Beauty,4,175000.0,700200.0
INV899213,C03765,2024-07-02,Indonesia,Regular,Home & Living,2,199700.0,399400.0
INV294143,C02610,2024-12-07,Indonesia,Regular,Fashion,4,245800.0,983300.0
INV326895,C01412,2023-07-16,Singapore,Regular,Electronics,1,68600.0,68600.0
INV389930,C01084,2024-05-10,Malaysia,Regular,Fashion,1,189400.0,189400.0
INV897135,C03686,2024-08-26,Vietnam,Regular,Home & Living,3,519500.0,1558500.0
INV205409,C01709,2023-10-17,Malaysia,Budget,Fashion,1,124300.0,124300.0
INV338533,C02874,2023-10-31,Malaysia,Budget,Home & Living,3,70600.0,211900.0
INV114835,C01679,2023-06-04,Thailand,Budget,Electronics,2,55800.0,111600.0
INV660081,C02857,2024-12-26,Philippines,Regular,Fashion,1,120500.0,120500.0
INV387636,C02804,2023-05-10,Singapore,Premium,Books,2,2124800.0,4249500.0
INV157174,C00773,2023-02-16,Singapore,Regular,Electronics,1,329600.0,329600.0
INV232413,C01108,2024-12-15,Indonesia,Budget,Electronics,3,55500.0,166600.0
INV889359,C00842,2024-10-15,Australia,Regular,Beauty,1,186300.0,186300.0
INV207570,C01596,2024-05-17,Singapore,Regular,Food & Beverage,1,90600.0,90600.0
INV701949,C03568,2023-01-13,Vietnam,Regular,Books,1,380000.0,380000.0
INV592198,C00015,2023-10-19,Indonesia,Premium,Home & Living,1,369000.0,369000.0
INV561865,C02413,2024-05-05,Singapore,Regular,Home & Living,1,129500.0,129500.0
INV293319,C02548,2023-12-15,Indonesia,Premium,Home & Living,3,1439600.0,4318800.0
INV364742,C02657,2023-02-22,Australia,Regular,Home & Living,1,500000.0,500000.0
INV219629,C03138,2024-05-04,Singapore,Budget,Food & Beverage,2,39700.0,79500.0
INV520172,C01291,2023-03-08,Singapore,Premium,Books,1,974600.0,974600.0
INV177680,C00465,2024-05-18,Thailand,Regular,Sports,2,260300.0,520700.0
INV760021,C00526,2024-08-13,Vietnam,Regular,Beauty,1,157000.0,157000.0
INV156213,C03017,2024-12-03,Australia,Regular,Beauty,3,270700.0,812000.0
INV418594,C02660,2023-10-16,Malaysia,Budget,Electronics,5,80700.0,403600.0
INV360247,C02467,2023-03-29,Thailand,Premium,Fashion,1,1077300.0,1077300.0
INV685181,C01802,2023-05-02,Australia,Premium,Home & Living,1,758000.0,758000.0
INV735770,C02147,2024-03-02,Malaysia,Regular,Sports,3,333400.0,1000200.0
INV929151,C03215,2024-09-02,Philippines,Regular,Home & Living,1,287000.0,287000.0
INV498855,C00411,2024-06-19,Malaysia,Budget,Food & Beverage,5,38000.0,190100.0
INV411797,C00785,2024-03-29,Thailand,Budget,Sports,3,50900.0,152800.0
INV549660,C02436,2024-08-25,Indonesia,Premium,Fashion,1,1505900.0,1505900.0
INV696251,C02021,2023-11-09,Indonesia,Premium,Beauty,3,525600.0,1576800.0
INV163156,C01617,2024-09-27,Philippines,Premium,Sports,1,1619000.0,1619000.0
INV876039,C01017,2024-09-16,Vietnam,Premium,Fashion,1,506900.0,506900.0
INV899787,C01933,2023-04-12,Australia,Regular,Fashion,2,189100.0,378200.0
INV377501,C00835,2023-04-19,Vietnam,Budget,Fashion,2,96500.0,193000.0
INV185131,C02966,2024-11-07,Vietnam,Premium,Electronics,1,1242500.0,1242500.0
INV351516,C01812,2023-06-10,Indonesia,Premium,Books,1,1476300.0,1476300.0
INV678805,C03805,2023-06-27,Vietnam,Premium,Fashion,1,623800.0,623800.0
INV528361,C00409,2023-01-02,Singapore,Budget,Food & Beverage,2,152200.0,304400.0
INV822858,C03039,2024-04-06,Indonesia,Regular,Home & Living,1,340000.0,340000.0
INV134225,C00969,2023-10-26,Indonesia,Budget,Electronics,2,10000.0,20000.0
INV402099,C01978,2023-08-26,Indonesia,Regular,Sports,1,134100.0,134100.0
INV396451,C02579,2024-12-24,Australia,Premium,Electronics,1,542800.0,542800.0
INV576086,C03234,2024-12-20,Malaysia,Regular,Electronics,1,317700.0,317700.0
INV377405,C02940,2023-04-30,Philippines,Budget,Home & Living,2,63900.0,127800.0
INV718439,C01042,2024-10-02,Singapore,Regular,Home & Living,1,120000.0,120000.0
INV545790,C03353,2023-07-22,Indonesia,Budget,Fashion,1,29600.0,29600.0
INV671015,C01815,2023-04-28,Indonesia,Premium,Electronics,3,1921100.0,5763300.0
INV378535,C03737,2023-03-18,Indonesia,Budget,Home & Living,1,47500.0,47500.0
INV162535,C01940,2023-03-15,Indonesia,Budget,Home & Living,2,110400.0,220800.0
INV931131,C01777,2023-06-19,Indonesia,Premium,Home & Living,2,366500.0,733100.0
INV964278,C00542,2024-01-19,Malaysia,Budget,Electronics,4,50000.0,200100.0
INV560485,C02987,2023-10-23,Australia,Budget,Beauty,1,68500.0,68500.0
INV418862,C03488,2023-12-19,Malaysia,Budget,Books,4,101000.0,404000.0
INV522060,C00308,2024-12-17,Japan,Regular,Sports,1,415700.0,415700.0
INV624783,C03034,2023-10-06,Indonesia,Premium,Electronics,1,610500.0,610500.0
INV617781,C00494,2024-07-06,Indonesia,Regular,Electronics,1,183400.0,183400.0
INV184349,C02875,2024-03-24,Indonesia,Regular,Fashion,2,134500.0,269000.0
INV870214,C02280,2024-03-18,Singapore,Budget,Sports,3,87400.0,262100.0
INV733039,C01055,2023-11-27,Indonesia,Regular,Electronics,1,221800.0,221800.0
INV127121,C00431,2023-09-14,Indonesia,Premium,Sports,1,920000.0,920000.0
INV340044,C01438,2023-04-04,Japan,Regular,Fashion,1,126900.0,126900.0
INV976566,C02084,2024-11-21,Philippines,Regular,Home & Living,1,217500.0,217500.0
INV121753,C01692,2024-08-24,Philippines,Budget,Sports,1,75300.0,75300.0
INV961322,C02610,2024-11-19,Indonesia,Regular,Electronics,3,238800.0,716500.0
INV704238,C01912,2023-10-03,Indonesia,Regular,Electronics,2,252500.0,505100.0
INV900177,C03500,2023-02-11,Vietnam,Regular,Home & Living,1,132200.0,132200.0
INV593355,C00270,2023-06-29,Indonesia,Regular,Home & Living,1,166700.0,166700.0
INV783157,C00376,2024-06-15,Malaysia,Regular,Fashion,1,55300.0,55300.0
INV391668,C00924,2024-03-28,Philippines,Regular,Electronics,2,130200.0,260500.0
INV713762,C02539,2023-07-05,Indonesia,Premium,Fashion,1,1358000.0,1358000.0
INV195674,C00748,2024-05-18,Thailand,Budget,Sports,9,30500.0,274200.0
INV464863,C02510,2024-04-26,Vietnam,Regular,Beauty,1,233300.0,233300.0
INV802685,C02454,2023-11-25,Indonesia,Budget,Electronics,1,74200.0,74200.0
INV445824,C02532,2023-03-24,Indonesia,Budget,Home & Living,2,50100.0,100300.0
INV827369,C03164,2024-02-26,Indonesia,Regular,Home & Living,3,229400.0,688200.0
INV402218,C01412,2024-05-22,Singapore,Regular,Beauty,2,121000.0,242100.0
INV953085,C01417,2024-02-15,Singapore,Budget,Home & Living,1,67500.0,67500.0
INV138479,C01780,2024-07-17,Philippines,Premium,Electronics,7,1831300.0,12818900.0
INV364659,C03890,2023-11-19,Vietnam,Budget,Home & Living,1,108200.0,108200.0
INV523808,C01147,2024-01-31,Thailand,Budget,Electronics,1,46600.0,46600.0
INV789606,C00182,2023-01-02,Singapore,Budget,Sports,2,30700.0,61500.0
INV584417,C02091,2024-07-09,Philippines,Premium,Fashion,1,807400.0,807400.0
INV156837,C00661,2024-02-28,Indonesia,Premium,Electronics,7,1484700.0,10392700.0
INV643623,C02195,2023-07-12,Japan,Regular,Fashion,1,538500.0,538500.0
INV752878,C00816,2024-01-06,Indonesia,Regular,Electronics,1,149600.0,149600.0
INV755788,C00002,2024-05-25,Indonesia,Premium,Beauty,1,226500.0,226500.0
INV896907,C01313,2024-03-28,Malaysia,Regular,Sports,2,191100.0,382100.0
INV313446,C00126,2023-02-22,Thailand,Regular,Home & Living,1,173100.0,173100.0
INV402020,C04000,2023-03-09,Singapore,Budget,Fashion,1,74600.0,74600.0
INV832168,C02350,2024-03-24,Indonesia,Regular,Electronics,3,282300.0,847000.0
INV227324,C00624,2024-05-11,Thailand,Regular,Fashion,1,203200.0,203200.0
INV760626,C02673,2023-01-30,Philippines,Regular,Fashion,2,257000.0,514000.0
INV938141,C01925,2024-09-15,Malaysia,Regular,Beauty,1,160800.0,160800.0
INV425845,C01148,2023-03-23,Thailand,Budget,Electronics,1,15600.0,15600.0
INV114338,C01527,2024-07-18,Indonesia,Premium,Electronics,1,792900.0,792900.0
INV335615,C02960,2023-04-06,Singapore,Budget,Toys,2,26800.0,53600.0
INV583863,C02888,2023-04-27,Malaysia,Budget,Home & Living,1,36800.0,36800.0
INV779172,C00393,2023-05-01,Singapore,Regular,Toys,1,306400.0,306400.0
INV851413,C03158,2024-05-25,Singapore,Budget,Food & Beverage,3,71100.0,213300.0
INV386706,C02072,2023-12-28,Singapore,Budget,Fashion,11,85500.0,940300.0
INV595158,C02228,2024-05-09,Singapore,Budget,Home & Living,5,89600.0,448000.0
INV251668,C00730,2023-10-10,Thailand,Budget,Electronics,1,60200.0,60200.0
INV299869,C03869,2024-01-28,Singapore,Premium,Home & Living,1,999100.0,999100.0
INV632929,C00005,2024-09-05,Indonesia,Regular,Electronics,2,182700.0,365400.0
INV173201,C02860,2023-05-20,Malaysia,Budget,Home & Living,2,24900.0,49800.0
INV456385,C01482,2023-08-01,Indonesia,Budget,Sports,1,99400.0,99400.0
INV380150,C02943,2024-06-03,Indonesia,Premium,Electronics,2,384800.0,769700.0
INV861319,C01360,2023-10-17,Indonesia,Budget,Fashion,1,22900.0,22900.0
INV978157,C03337,2023-11-02,Singapore,Regular,Beauty,1,260300.0,260300.0
INV708093,C00216,2024-08-24,Philippines,Regular,Food & Beverage,1,255800.0,255800.0
INV613425,C00157,2024-11-06,Singapore,Regular,Home & Living,4,272900.0,1091500.0
INV568238,C01354,2023-06-02,Thailand,Premium,Food & Beverage,1,555600.0,555600.0
INV607868,C02038,2024-07-05,Indonesia,Regular,Food & Beverage,1,310600.0,310600.0
INV448588,C03254,2023-12-20,Thailand,Premium,Electronics,4,1343100.0,5372200.0
INV899929,C01172,2024-07-19,Philippines,Regular,Fashion,1,94600.0,94600.0
INV495533,C02844,2024-07-10,Philippines,Regular,Fashion,1,290700.0,290700.0
INV437408,C03665,2024-04-11,Thailand,Regular,Electronics,1,188100.0,188100.0
INV831380,C02351,2023-07-13,Thailand,Regular,Fashion,1,276300.0,276300.0
INV699573,C02210,2023-09-02,Malaysia,Regular,Sports,1,346000.0,346000.0
INV530728,C00129,2024-02-02,Australia,Budget,Beauty,2,29100.0,58100.0
INV433632,C03523,2023-02-14,Indonesia,Regular,Fashion,2,499400.0,998700.0
INV839485,C01349,2024-04-29,Vietnam,Regular,Beauty,1,350500.0,350500.0
INV504832,C02961,2024-01-26,Indonesia,Regular,Electronics,9,395400.0,3558200.0
INV930884,C03282,2024-11-10,Indonesia,Premium,Fashion,2,457800.0,915600.0
INV259493,C00057,2024-10-29,Indonesia,Regular,Fashion,2,397800.0,795600.0
INV138817,C03828,2024-05-22,Vietnam,Premium,Home & Living,5,822300.0,4111500.0
INV626690,C03702,2023-05-10,Indonesia,Regular,Fashion,1,125300.0,125300.0
INV205239,C03036,2023-12-06,Singapore,Budget,Beauty,1,61200.0,61200.0
INV204555,C02640,2024-03-26,Indonesia,Budget,Home & Living,1,47200.0,47200.0
INV579123,C00033,2024-06-22,Indonesia,Regular,Electronics,2,228500.0,457100.0
INV857537,C01780,2023-01-16,Philippines,Premium,Home & Living,2,1201000.0,2401900.0
INV529893,C02971,2023-05-28,Malaysia,Regular,Fashion,1,109700.0,109700.0
INV261859,C01145,2024-11-01,Malaysia,Regular,Electronics,4,361100.0,1444600.0
INV377896,C02762,2024-02-05,Indonesia,Budget,Electronics,2,25900.0,51700.0
INV516791,C01997,2023-12-21,Malaysia,Budget,Sports,2,86900.0,173900.0
INV993744,C03032,2023-12-03,Indonesia,Budget,Food & Beverage,1,41700.0,41700.0
INV659543,C00545,2024-11-21,Indonesia,Regular,Fashion,1,293000.0,293000.0
INV757246,C00297,2023-06-12,Indonesia,Budget,Toys,1,86700.0,86700.0
INV667296,C02627,2024-05-14,Philippines,Regular,Electronics,1,156100.0,156100.0
INV747453,C00094,2023-02-06,Indonesia,Regular,Fashion,4,133400.0,533700.0
INV346174,C01004,2023-03-12,Thailand,Premium,Electronics,1,1418000.0,1418000.0
INV817644,C02715,2024-10-08,Thailand,Premium,Food & Beverage,2,1721400.0,3442700.0
INV883041,C00423,2023-08-21,Singapore,Budget,Home & Living,3,35800.0,107400.0
INV555052,C02315,2023-04-03,Indonesia,Premium,Beauty,2,2754000.0,5507900.0
INV897305,C00953,2023-04-11,Indonesia,Premium,Electronics,1,1540500.0,1540500.0
INV838083,C00384,2024-10-10,Thailand,Regular,Beauty,1,279300.0,279300.0
INV565230,C03137,2023-04-13,Indonesia,Premium,Fashion,3,1685300.0,5055800.0
INV827712,C03091,2023-06-20,Philippines,Regular,Sports,1,321500.0,321500.0
INV148225,C02127,2023-01-15,Indonesia,Budget,Sports,5,25500.0,127500.0
INV934816,C01015,2023-11-29,Philippines,Premium,Beauty,1,2074200.0,2074200.0
INV493049,C01663,2023-07-03,Thailand,Budget,Electronics,2,30800.0,61700.0
INV656968,C00451,2023-09-08,Australia,Budget,Electronics,1,28200.0,28200.0
INV931016,C02481,2024-11-29,Indonesia,Budget,Electronics,1,25400.0,25400.0
INV182804,C02814,2023-03-31,Vietnam,Budget,Beauty,1,35700.0,35700.0
INV501126,C01115,2024-09-16,Thailand,Premium,Books,2,1202000.0,2404000.0
INV621841,C01814,2023-09-04,Indonesia,Budget,Electronics,5,24000.0,119800.0
INV343467,C01873,2023-05-27,Singapore,Budget,Fashion,1,41000.0,41000.0
INV768891,C03679,2024-04-17,Singapore,Regular,Electronics,2,87500.0,175000.0
INV581894,C03085,2023-09-18,Indonesia,Regular,Sports,1,238100.0,238100.0
INV799233,C02133,2023-09-19,Thailand,Regular,Home & Living,1,332400.0,332400.0
INV401603,C00368,2023-08-27,Vietnam,Budget,Home & Living,1,48200.0,48200.0
INV177449,C02456,2023-06-11,Singapore,Budget,Electronics,1,50500.0,50500.0
INV462351,C00828,2024-03-28,Indonesia,Regular,Fashion,3,333300.0,1000000.0
INV413685,C02428,2024-08-24,Indonesia,Regular,Home & Living,1,91400.0,91400.0
INV544920,C01855,2024-10-16,Indonesia,Premium,Food & Beverage,1,408600.0,408600.0
INV986365,C01854,2024-04-12,Indonesia,Budget,Food & Beverage,1,55900.0,55900.0
INV994787,C03334,2023-07-16,Malaysia,Budget,Electronics,3,39500.0,118400.0
INV211834,C00824,2024-05-09,Indonesia,Regular,Fashion,7,456600.0,3196300.0
INV476395,C03036,2023-10-20,Singapore,Budget,Electronics,1,104300.0,104300.0
INV410244,C02301,2024-08-11,Australia,Regular,Fashion,1,268600.0,268600.0
INV409571,C02543,2024-12-17,Malaysia,Regular,Fashion,1,378400.0,378400.0
INV515032,C02376,2023-12-04,Malaysia,Budget,Fashion,2,70900.0,141800.0
INV819112,C02440,2023-10-17,Indonesia,Budget,Sports,1,33400.0,33400.0
INV735863,C00909,2023-02-20,Malaysia,Regular,Fashion,1,157100.0,157100.0
INV973294,C02114,2024-05-23,Thailand,Regular,Electronics,1,289100.0,289100.0
INV913423,C03544,2023-10-21,Thailand,Budget,Fashion,4,60100.0,240300.0
INV736553,C00888,2023-08-24,Indonesia,Regular,Electronics,1,312300.0,312300.0
INV329642,C02243,2023-12-27,Singapore,Premium,Beauty,1,599100.0,599100.0
INV299367,C01198,2024-10-13,Malaysia,Regular,Beauty,1,152200.0,152200.0
INV362801,C01604,2024-09-27,Vietnam,Regular,Electronics,1,145600.0,145600.0
INV892280,C02184,2024-11-25,Indonesia,Regular,Electronics,1,221900.0,221900.0
INV813928,C02415,2024-11-06,Australia,Premium,Fashion,1,1295300.0,1295300.0
INV758765,C01198,2023-05-21,Malaysia,Regular,Sports,1,128700.0,128700.0
INV757937,C00524,2023-04-10,Indonesia,Regular,Electronics,1,140300.0,140300.0
INV926918,C00451,2023-11-13,Australia,Budget,Fashion,1,43400.0,43400.0
INV134985,C02981,2024-03-27,Philippines,Regular,Electronics,1,74000.0,74000.0
INV194511,C01128,2023-05-15,Singapore,Budget,Home & Living,1,41100.0,41100.0
INV883790,C02423,2023-12-01,Indonesia,Budget,Food & Beverage,2,80400.0,160800.0
INV238579,C03524,2023-07-25,Malaysia,Budget,Beauty,1,119700.0,119700.0
INV483629,C00107,2024-07-06,Indonesia,Regular,Beauty,1,269400.0,269400.0
INV626169,C02644,2024-06-27,Indonesia,Regular,Electronics,1,169000.0,169000.0
INV970813,C01791,2023-10-07,Thailand,Regular,Beauty,1,290000.0,290000.0
INV369452,C03149,2023-06-18,Indonesia,Regular,Electronics,1,84500.0,84500.0
INV945664,C02375,2024-05-08,Malaysia,Regular,Beauty,1,277700.0,277700.0
INV882824,C03321,2023-10-30,Philippines,Premium,Fashion,1,1937500.0,1937500.0
INV943298,C01691,2023-12-13,Indonesia,Premium,Sports,1,730100.0,730100.0
INV591081,C03237,2023-04-28,Indonesia,Regular,Sports,1,304500.0,304500.0
INV890785,C02532,2023-05-25,Indonesia,Budget,Beauty,2,47300.0,94600.0
INV859396,C03936,2024-11-23,Malaysia,Budget,Food & Beverage,1,84700.0,84700.0
INV516716,C01186,2024-11-21,Thailand,Premium,Electronics,1,172100.0,172100.0
INV483542,C03510,2024-07-24,Indonesia,Regular,Sports,5,332400.0,1661900.0
INV114594,C00146,2023-07-22,Malaysia,Budget,Electronics,1,41400.0,41400.0
INV576877,C03081,2023-03-05,Malaysia,Budget,Beauty,6,32700.0,196400.0
INV805511,C02955,2024-01-13,Singapore,Regular,Beauty,1,279600.0,279600.0
